ID_Post,Category,Value
381,PersonalStories,1
382,PersonalStories,0
383,PersonalStories,0
384,PersonalStories,1
385,PersonalStories,0
386,PersonalStories,0
387,PersonalStories,0
388,PersonalStories,1
389,PersonalStories,1
390,PersonalStories,0
391,PersonalStories,0
392,PersonalStories,1
393,PersonalStories,1
394,PersonalStories,0
395,PersonalStories,1
396,PersonalStories,0
397,PersonalStories,1
398,PersonalStories,1
399,PersonalStories,0
400,PersonalStories,1
401,PersonalStories,1
402,PersonalStories,1
403,PersonalStories,0
404,PersonalStories,0
405,PersonalStories,0
406,PersonalStories,1
407,PersonalStories,0
408,PersonalStories,0
409,PersonalStories,1
410,PersonalStories,0
411,PersonalStories,0
412,PersonalStories,0
413,PersonalStories,0
414,PersonalStories,1
415,PersonalStories,1
416,PersonalStories,0
417,PersonalStories,1
418,PersonalStories,0
419,PersonalStories,1
420,PersonalStories,0
421,PersonalStories,1
422,PersonalStories,1
423,PersonalStories,1
424,PersonalStories,0
425,PersonalStories,0
426,PersonalStories,0
427,PersonalStories,0
428,PersonalStories,1
429,PersonalStories,0
430,PersonalStories,0
431,PersonalStories,0
432,PersonalStories,1
433,PersonalStories,0
434,PersonalStories,0
435,PersonalStories,0
436,PersonalStories,0
437,PersonalStories,0
438,PersonalStories,0
439,PersonalStories,0
440,PersonalStories,0
441,PersonalStories,0
442,PersonalStories,0
443,PersonalStories,1
444,PersonalStories,0
445,PersonalStories,0
446,PersonalStories,0
447,PersonalStories,0
448,PersonalStories,0
449,PersonalStories,0
450,PersonalStories,0
451,PersonalStories,0
452,PersonalStories,0
453,PersonalStories,0
454,PersonalStories,1
455,PersonalStories,1
456,PersonalStories,1
457,PersonalStories,0
458,PersonalStories,0
459,PersonalStories,0
460,PersonalStories,0
461,PersonalStories,1
462,PersonalStories,0
463,PersonalStories,0
464,PersonalStories,1
465,PersonalStories,1
466,PersonalStories,0
467,PersonalStories,0
468,PersonalStories,1
469,PersonalStories,1
470,PersonalStories,0
471,PersonalStories,0
472,PersonalStories,0
473,PersonalStories,1
474,PersonalStories,0
475,PersonalStories,1
476,PersonalStories,1
477,PersonalStories,0
478,PersonalStories,1
479,PersonalStories,0
480,PersonalStories,1
481,PersonalStories,0
482,PersonalStories,0
483,PersonalStories,1
484,PersonalStories,1
485,PersonalStories,0
486,PersonalStories,1
487,PersonalStories,1
488,PersonalStories,0
489,PersonalStories,1
490,PersonalStories,0
491,PersonalStories,0
492,PersonalStories,1
493,PersonalStories,0
494,PersonalStories,0
495,PersonalStories,0
496,PersonalStories,1
497,PersonalStories,0
498,PersonalStories,0
499,PersonalStories,0
500,PersonalStories,1
501,PersonalStories,0
502,PersonalStories,0
503,PersonalStories,1
504,PersonalStories,0
505,PersonalStories,1
506,PersonalStories,0
507,PersonalStories,0
508,PersonalStories,0
509,PersonalStories,0
510,PersonalStories,0
511,PersonalStories,0
512,PersonalStories,0
513,PersonalStories,1
514,PersonalStories,0
515,PersonalStories,1
516,PersonalStories,0
517,PersonalStories,0
518,PersonalStories,1
519,PersonalStories,0
520,PersonalStories,0
521,PersonalStories,0
522,PersonalStories,1
523,PersonalStories,0
524,PersonalStories,1
525,PersonalStories,1
526,PersonalStories,0
527,PersonalStories,0
528,PersonalStories,0
529,PersonalStories,0
530,PersonalStories,0
531,PersonalStories,0
532,PersonalStories,0
533,PersonalStories,0
534,PersonalStories,0
535,PersonalStories,0
536,PersonalStories,0
537,PersonalStories,0
538,PersonalStories,0
539,PersonalStories,0
540,PersonalStories,0
541,PersonalStories,0
542,PersonalStories,1
543,PersonalStories,1
544,PersonalStories,0
545,PersonalStories,0
546,PersonalStories,1
547,PersonalStories,0
548,PersonalStories,0
549,PersonalStories,1
550,PersonalStories,0
551,PersonalStories,1
552,PersonalStories,0
553,PersonalStories,0
554,PersonalStories,0
555,PersonalStories,1
556,PersonalStories,0
557,PersonalStories,0
558,PersonalStories,0
559,PersonalStories,1
560,PersonalStories,0
561,PersonalStories,0
562,PersonalStories,0
563,PersonalStories,0
564,PersonalStories,0
565,PersonalStories,0
566,PersonalStories,0
567,PersonalStories,0
568,PersonalStories,1
569,PersonalStories,0
570,PersonalStories,0
571,PersonalStories,0
572,PersonalStories,0
573,PersonalStories,0
574,PersonalStories,0
575,PersonalStories,0
576,PersonalStories,0
577,PersonalStories,1
578,PersonalStories,0
579,PersonalStories,1
580,PersonalStories,0
581,PersonalStories,0
582,PersonalStories,1
583,PersonalStories,1
584,PersonalStories,1
585,PersonalStories,1
586,PersonalStories,0
587,PersonalStories,0
588,PersonalStories,0
589,PersonalStories,0
590,PersonalStories,1
591,PersonalStories,0
592,PersonalStories,1
593,PersonalStories,0
594,PersonalStories,0
595,PersonalStories,1
596,PersonalStories,0
597,PersonalStories,0
598,PersonalStories,1
599,PersonalStories,0
600,PersonalStories,1
601,PersonalStories,0
602,PersonalStories,0
603,PersonalStories,0
604,PersonalStories,0
605,PersonalStories,0
606,PersonalStories,0
607,PersonalStories,1
608,PersonalStories,1
609,PersonalStories,0
610,PersonalStories,1
611,PersonalStories,0
612,PersonalStories,1
613,PersonalStories,1
614,PersonalStories,1
615,PersonalStories,0
616,PersonalStories,1
617,PersonalStories,0
618,PersonalStories,0
619,PersonalStories,1
620,PersonalStories,0
621,PersonalStories,0
622,PersonalStories,1
623,PersonalStories,1
624,PersonalStories,0
625,PersonalStories,1
626,PersonalStories,0
627,PersonalStories,0
628,PersonalStories,0
629,PersonalStories,1
630,PersonalStories,1
631,PersonalStories,0
632,PersonalStories,1
633,PersonalStories,0
634,PersonalStories,1
635,PersonalStories,0
636,PersonalStories,0
637,PersonalStories,0
638,PersonalStories,1
639,PersonalStories,0
640,PersonalStories,1
641,PersonalStories,1
642,PersonalStories,0
643,PersonalStories,0
644,PersonalStories,0
645,PersonalStories,1
646,PersonalStories,1
647,PersonalStories,1
648,PersonalStories,0
649,PersonalStories,1
650,PersonalStories,1
651,PersonalStories,0
652,PersonalStories,0
653,PersonalStories,1
654,PersonalStories,1
655,PersonalStories,1
656,PersonalStories,0
657,PersonalStories,0
658,PersonalStories,1
659,PersonalStories,0
660,PersonalStories,0
661,PersonalStories,1
662,PersonalStories,0
663,PersonalStories,1
664,PersonalStories,1
665,PersonalStories,0
666,PersonalStories,0
667,PersonalStories,0
668,PersonalStories,1
669,PersonalStories,0
670,PersonalStories,0
671,PersonalStories,1
672,PersonalStories,0
673,PersonalStories,1
674,PersonalStories,0
675,PersonalStories,0
676,PersonalStories,1
677,PersonalStories,1
678,PersonalStories,0
679,PersonalStories,0
680,PersonalStories,1
681,PersonalStories,1
682,PersonalStories,0
683,PersonalStories,0
684,PersonalStories,0
685,PersonalStories,0
686,PersonalStories,0
687,PersonalStories,0
688,PersonalStories,0
689,PersonalStories,1
690,PersonalStories,0
691,PersonalStories,0
692,PersonalStories,0
693,PersonalStories,1
694,PersonalStories,0
695,PersonalStories,0
696,PersonalStories,0
697,PersonalStories,0
698,PersonalStories,1
699,PersonalStories,1
700,PersonalStories,0
701,PersonalStories,0
702,PersonalStories,0
703,PersonalStories,0
704,PersonalStories,0
705,PersonalStories,1
706,PersonalStories,1
707,PersonalStories,0
708,PersonalStories,0
709,PersonalStories,1
710,PersonalStories,0
711,PersonalStories,1
712,PersonalStories,0
713,PersonalStories,1
714,PersonalStories,0
715,PersonalStories,0
716,PersonalStories,0
717,PersonalStories,0
718,PersonalStories,0
719,PersonalStories,0
720,PersonalStories,0
721,PersonalStories,0
722,PersonalStories,0
723,PersonalStories,0
724,PersonalStories,0
725,PersonalStories,0
726,PersonalStories,0
727,PersonalStories,0
728,PersonalStories,1
729,PersonalStories,1
730,PersonalStories,0
731,PersonalStories,0
732,PersonalStories,0
733,PersonalStories,0
734,PersonalStories,1
735,PersonalStories,1
736,PersonalStories,1
737,PersonalStories,1
738,PersonalStories,0
739,PersonalStories,1
740,PersonalStories,1
741,PersonalStories,0
742,PersonalStories,0
743,PersonalStories,0
744,PersonalStories,0
745,PersonalStories,1
746,PersonalStories,0
747,PersonalStories,0
748,PersonalStories,1
749,PersonalStories,1
750,PersonalStories,1
751,PersonalStories,0
752,PersonalStories,1
753,PersonalStories,0
754,PersonalStories,0
755,PersonalStories,1
756,PersonalStories,1
757,PersonalStories,0
758,PersonalStories,0
759,PersonalStories,0
760,PersonalStories,0
761,PersonalStories,0
762,PersonalStories,0
763,PersonalStories,0
764,PersonalStories,1
765,PersonalStories,1
766,PersonalStories,0
767,PersonalStories,0
768,PersonalStories,0
769,PersonalStories,0
770,PersonalStories,0
771,PersonalStories,0
772,PersonalStories,0
773,PersonalStories,0
774,PersonalStories,0
775,PersonalStories,1
776,PersonalStories,1
777,PersonalStories,0
778,PersonalStories,1
779,PersonalStories,0
780,PersonalStories,0
781,PersonalStories,0
782,PersonalStories,0
783,PersonalStories,1
784,PersonalStories,0
785,PersonalStories,0
786,PersonalStories,0
787,PersonalStories,0
788,PersonalStories,0
789,PersonalStories,0
790,PersonalStories,1
791,PersonalStories,0
792,PersonalStories,1
793,PersonalStories,1
794,PersonalStories,0
795,PersonalStories,1
796,PersonalStories,0
797,PersonalStories,0
798,PersonalStories,0
799,PersonalStories,0
800,PersonalStories,1
801,PersonalStories,0
802,PersonalStories,0
803,PersonalStories,0
804,PersonalStories,1
805,PersonalStories,1
806,PersonalStories,0
807,PersonalStories,0
808,PersonalStories,0
809,PersonalStories,0
810,PersonalStories,0
811,PersonalStories,0
812,PersonalStories,1
813,PersonalStories,0
814,PersonalStories,0
815,PersonalStories,1
816,PersonalStories,0
817,PersonalStories,1
818,PersonalStories,0
819,PersonalStories,0
820,PersonalStories,0
821,PersonalStories,0
822,PersonalStories,0
823,PersonalStories,1
824,PersonalStories,0
825,PersonalStories,0
826,PersonalStories,1
827,PersonalStories,0
828,PersonalStories,0
829,PersonalStories,1
830,PersonalStories,1
831,PersonalStories,0
832,PersonalStories,0
833,PersonalStories,1
834,PersonalStories,0
835,PersonalStories,0
836,PersonalStories,0
837,PersonalStories,1
838,PersonalStories,1
839,PersonalStories,0
840,PersonalStories,0
841,PersonalStories,0
842,PersonalStories,0
843,PersonalStories,0
844,PersonalStories,1
845,PersonalStories,0
846,PersonalStories,1
847,PersonalStories,0
848,PersonalStories,1
849,PersonalStories,0
850,PersonalStories,0
851,PersonalStories,0
852,PersonalStories,0
853,PersonalStories,0
854,PersonalStories,0
855,PersonalStories,0
856,PersonalStories,0
857,PersonalStories,1
858,PersonalStories,0
859,PersonalStories,0
860,PersonalStories,1
861,PersonalStories,1
862,PersonalStories,0
863,PersonalStories,0
864,PersonalStories,1
865,PersonalStories,0
866,PersonalStories,0
867,PersonalStories,0
868,PersonalStories,1
869,PersonalStories,1
870,PersonalStories,0
871,PersonalStories,1
872,PersonalStories,0
873,PersonalStories,0
874,PersonalStories,1
875,PersonalStories,1
876,PersonalStories,0
877,PersonalStories,0
878,PersonalStories,0
879,PersonalStories,0
880,PersonalStories,0
881,PersonalStories,0
882,PersonalStories,1
883,PersonalStories,0
884,PersonalStories,0
885,PersonalStories,0
886,PersonalStories,0
887,PersonalStories,0
888,PersonalStories,0
889,PersonalStories,0
890,PersonalStories,1
891,PersonalStories,1
892,PersonalStories,0
893,PersonalStories,0
894,PersonalStories,1
895,PersonalStories,1
896,PersonalStories,0
897,PersonalStories,0
898,PersonalStories,0
899,PersonalStories,1
900,PersonalStories,1
901,PersonalStories,1
902,PersonalStories,1
903,PersonalStories,0
904,PersonalStories,1
905,PersonalStories,0
906,PersonalStories,0
907,PersonalStories,0
908,PersonalStories,1
909,PersonalStories,1
910,PersonalStories,0
911,PersonalStories,1
912,PersonalStories,0
913,PersonalStories,0
914,PersonalStories,0
915,PersonalStories,1
916,PersonalStories,0
917,PersonalStories,0
918,PersonalStories,0
919,PersonalStories,0
920,PersonalStories,0
921,PersonalStories,0
922,PersonalStories,0
923,PersonalStories,0
924,PersonalStories,1
925,PersonalStories,1
926,PersonalStories,1
927,PersonalStories,0
928,PersonalStories,1
929,PersonalStories,1
930,PersonalStories,0
931,PersonalStories,0
932,PersonalStories,0
933,PersonalStories,0
934,PersonalStories,1
935,PersonalStories,0
936,PersonalStories,1
937,PersonalStories,0
938,PersonalStories,0
939,PersonalStories,1
940,PersonalStories,0
941,PersonalStories,1
942,PersonalStories,1
943,PersonalStories,1
944,PersonalStories,0
945,PersonalStories,0
946,PersonalStories,1
947,PersonalStories,0
948,PersonalStories,1
949,PersonalStories,0
950,PersonalStories,1
951,PersonalStories,0
952,PersonalStories,0
953,PersonalStories,1
954,PersonalStories,1
955,PersonalStories,0
956,PersonalStories,0
957,PersonalStories,0
958,PersonalStories,0
959,PersonalStories,0
960,PersonalStories,1
961,PersonalStories,0
962,PersonalStories,1
963,PersonalStories,0
964,PersonalStories,0
965,PersonalStories,1
966,PersonalStories,1
967,PersonalStories,0
968,PersonalStories,0
969,PersonalStories,0
970,PersonalStories,0
971,PersonalStories,0
972,PersonalStories,1
973,PersonalStories,0
974,PersonalStories,1
975,PersonalStories,0
976,PersonalStories,1
977,PersonalStories,0
978,PersonalStories,1
979,PersonalStories,1
980,PersonalStories,0
981,PersonalStories,1
982,PersonalStories,0
983,PersonalStories,0
984,PersonalStories,0
985,PersonalStories,1
986,PersonalStories,1
987,PersonalStories,0
988,PersonalStories,0
989,PersonalStories,0
990,PersonalStories,0
991,PersonalStories,0
992,PersonalStories,0
993,PersonalStories,1
994,PersonalStories,1
995,PersonalStories,0
996,PersonalStories,1
997,PersonalStories,0
998,PersonalStories,0
999,PersonalStories,1
1000,PersonalStories,1
1001,PersonalStories,0
1002,PersonalStories,1
1003,PersonalStories,1
1004,PersonalStories,1
1005,PersonalStories,1
1006,PersonalStories,0
1007,PersonalStories,0
1008,PersonalStories,0
1009,PersonalStories,1
1010,PersonalStories,1
1011,PersonalStories,1
1012,PersonalStories,0
1013,PersonalStories,0
1014,PersonalStories,1
1015,PersonalStories,1
1016,PersonalStories,0
1017,PersonalStories,0
1018,PersonalStories,0
1019,PersonalStories,1
1020,PersonalStories,1
1021,PersonalStories,0
1022,PersonalStories,0
1023,PersonalStories,0
1024,PersonalStories,1
1025,PersonalStories,0
1026,PersonalStories,0
1027,PersonalStories,1
1028,PersonalStories,0
1029,PersonalStories,0
1030,PersonalStories,1
1031,PersonalStories,1
1032,PersonalStories,0
1033,PersonalStories,0
1034,PersonalStories,0
1035,PersonalStories,1
1036,PersonalStories,0
1037,PersonalStories,0
1038,PersonalStories,1
1039,PersonalStories,0
1040,PersonalStories,0
1041,PersonalStories,0
1042,PersonalStories,0
1043,PersonalStories,0
1044,PersonalStories,0
1045,PersonalStories,0
1046,PersonalStories,1
1047,PersonalStories,0
1048,PersonalStories,0
1049,PersonalStories,0
1050,PersonalStories,0
1051,PersonalStories,0
1052,PersonalStories,0
1053,PersonalStories,0
1054,PersonalStories,0
1055,PersonalStories,1
1056,PersonalStories,1
1057,PersonalStories,0
1058,PersonalStories,1
1059,PersonalStories,0
1060,PersonalStories,0
1061,PersonalStories,1
1062,PersonalStories,1
1063,PersonalStories,0
1064,PersonalStories,0
1065,PersonalStories,1
1066,PersonalStories,0
1067,PersonalStories,0
1068,PersonalStories,0
1069,PersonalStories,1
1070,PersonalStories,0
1071,PersonalStories,0
1072,PersonalStories,1
1073,PersonalStories,1
1074,PersonalStories,0
1075,PersonalStories,1
1076,PersonalStories,1
1077,PersonalStories,0
1078,PersonalStories,0
1079,PersonalStories,1
1080,PersonalStories,0
1081,PersonalStories,1
1082,PersonalStories,0
1083,PersonalStories,1
1084,PersonalStories,0
1085,PersonalStories,0
1086,PersonalStories,0
1087,PersonalStories,1
1088,PersonalStories,0
1089,PersonalStories,0
1090,PersonalStories,1
1091,PersonalStories,0
1092,PersonalStories,0
1093,PersonalStories,0
1094,PersonalStories,0
1095,PersonalStories,1
1096,PersonalStories,1
1097,PersonalStories,1
1098,PersonalStories,1
1099,PersonalStories,0
1100,PersonalStories,0
1101,PersonalStories,0
1102,PersonalStories,0
1103,PersonalStories,1
1104,PersonalStories,0
1105,PersonalStories,0
1106,PersonalStories,0
1107,PersonalStories,0
1108,PersonalStories,0
1109,PersonalStories,0
1110,PersonalStories,1
1111,PersonalStories,1
1112,PersonalStories,0
1113,PersonalStories,0
1114,PersonalStories,0
1115,PersonalStories,0
1116,PersonalStories,0
1117,PersonalStories,0
1118,PersonalStories,0
1119,PersonalStories,0
1120,PersonalStories,0
1121,PersonalStories,0
1122,PersonalStories,1
1123,PersonalStories,0
1124,PersonalStories,0
1125,PersonalStories,0
1126,PersonalStories,1
1127,PersonalStories,0
1128,PersonalStories,0
1129,PersonalStories,0
1130,PersonalStories,0
1131,PersonalStories,0
1132,PersonalStories,1
1133,PersonalStories,0
1134,PersonalStories,0
1135,PersonalStories,1
1136,PersonalStories,0
1137,PersonalStories,1
1138,PersonalStories,1
1139,PersonalStories,0
1140,PersonalStories,1
1141,PersonalStories,0
1142,PersonalStories,1
1143,PersonalStories,0
1144,PersonalStories,0
1145,PersonalStories,0
1146,PersonalStories,0
1147,PersonalStories,0
1148,PersonalStories,0
1149,PersonalStories,1
1150,PersonalStories,0
1151,PersonalStories,0
1152,PersonalStories,0
1153,PersonalStories,0
1154,PersonalStories,0
1155,PersonalStories,1
1156,PersonalStories,0
1157,PersonalStories,1
1158,PersonalStories,1
1159,PersonalStories,0
1160,PersonalStories,0
1161,PersonalStories,0
1162,PersonalStories,0
1163,PersonalStories,1
1164,PersonalStories,0
1165,PersonalStories,0
1166,PersonalStories,0
1167,PersonalStories,0
1168,PersonalStories,0
1169,PersonalStories,0
1170,PersonalStories,0
1171,PersonalStories,1
1172,PersonalStories,0
1173,PersonalStories,0
1174,PersonalStories,1
1175,PersonalStories,0
1176,PersonalStories,1
1177,PersonalStories,0
1178,PersonalStories,1
1179,PersonalStories,0
1180,PersonalStories,0
1181,PersonalStories,0
1182,PersonalStories,0
1183,PersonalStories,1
1184,PersonalStories,0
1185,PersonalStories,0
1186,PersonalStories,0
1187,PersonalStories,0
1188,PersonalStories,0
1189,PersonalStories,0
1190,PersonalStories,0
1191,PersonalStories,0
1192,PersonalStories,1
1193,PersonalStories,1
1194,PersonalStories,0
1195,PersonalStories,0
1196,PersonalStories,0
1197,PersonalStories,0
1198,PersonalStories,0
1199,PersonalStories,0
1200,PersonalStories,0
1201,PersonalStories,0
1202,PersonalStories,0
1203,PersonalStories,0
1204,PersonalStories,0
1205,PersonalStories,0
1206,PersonalStories,1
1207,PersonalStories,0
1208,PersonalStories,0
1209,PersonalStories,1
1210,PersonalStories,0
1211,PersonalStories,0
1212,PersonalStories,0
1213,PersonalStories,0
1214,PersonalStories,0
1215,PersonalStories,0
1216,PersonalStories,0
1217,PersonalStories,0
1218,PersonalStories,1
1219,PersonalStories,1
1220,PersonalStories,0
1221,PersonalStories,0
1222,PersonalStories,0
1223,PersonalStories,0
1224,PersonalStories,0
1225,PersonalStories,0
1226,PersonalStories,0
1227,PersonalStories,1
1228,PersonalStories,1
1229,PersonalStories,0
1230,PersonalStories,0
1231,PersonalStories,0
1232,PersonalStories,0
1233,PersonalStories,0
1234,PersonalStories,1
1235,PersonalStories,1
1236,PersonalStories,0
1237,PersonalStories,1
1238,PersonalStories,0
1239,PersonalStories,0
1240,PersonalStories,1
1241,PersonalStories,0
1242,PersonalStories,0
1243,PersonalStories,0
1244,PersonalStories,0
1245,PersonalStories,0
1246,PersonalStories,0
1247,PersonalStories,0
1248,PersonalStories,1
1249,PersonalStories,0
1250,PersonalStories,0
1251,PersonalStories,0
1252,PersonalStories,0
1253,PersonalStories,1
1254,PersonalStories,1
1255,PersonalStories,1
1256,PersonalStories,1
1257,PersonalStories,0
1258,PersonalStories,1
1259,PersonalStories,0
1260,PersonalStories,0
1261,PersonalStories,0
1262,PersonalStories,0
1263,PersonalStories,0
1264,PersonalStories,0
1265,PersonalStories,1
1266,PersonalStories,1
1267,PersonalStories,0
1268,PersonalStories,1
1269,PersonalStories,0
1270,PersonalStories,0
1271,PersonalStories,0
1272,PersonalStories,0
1273,PersonalStories,0
1274,PersonalStories,1
1275,PersonalStories,0
1276,PersonalStories,0
1277,PersonalStories,0
1278,PersonalStories,0
1279,PersonalStories,0
1280,PersonalStories,0
1281,PersonalStories,0
1282,PersonalStories,0
1283,PersonalStories,1
1284,PersonalStories,0
1285,PersonalStories,0
1286,PersonalStories,0
1287,PersonalStories,0
1288,PersonalStories,0
1289,PersonalStories,0
1290,PersonalStories,0
1291,PersonalStories,0
1292,PersonalStories,0
1293,PersonalStories,0
1294,PersonalStories,1
1295,PersonalStories,0
1296,PersonalStories,0
1297,PersonalStories,0
1298,PersonalStories,0
1299,PersonalStories,0
1300,PersonalStories,0
1301,PersonalStories,0
1302,PersonalStories,0
1303,PersonalStories,0
1304,PersonalStories,1
1305,PersonalStories,0
1306,PersonalStories,0
1307,PersonalStories,0
1308,PersonalStories,0
1309,PersonalStories,0
1310,PersonalStories,0
1311,PersonalStories,0
1312,PersonalStories,0
1313,PersonalStories,0
1314,PersonalStories,0
1315,PersonalStories,1
1316,PersonalStories,0
1317,PersonalStories,0
1318,PersonalStories,0
1319,PersonalStories,0
1320,PersonalStories,1
1321,PersonalStories,0
1322,PersonalStories,0
1323,PersonalStories,1
1324,PersonalStories,0
1325,PersonalStories,0
1326,PersonalStories,0
1327,PersonalStories,0
1328,PersonalStories,0
1329,PersonalStories,0
1330,PersonalStories,0
1331,PersonalStories,1
1332,PersonalStories,0
1333,PersonalStories,0
1334,PersonalStories,0
1335,PersonalStories,0
1336,PersonalStories,0
1337,PersonalStories,0
1338,PersonalStories,0
1339,PersonalStories,0
1340,PersonalStories,0
1341,PersonalStories,1
1342,PersonalStories,0
1343,PersonalStories,1
1344,PersonalStories,1
1345,PersonalStories,0
1346,PersonalStories,0
1347,PersonalStories,0
1348,PersonalStories,0
1349,PersonalStories,0
1350,PersonalStories,0
1351,PersonalStories,1
1352,PersonalStories,1
1353,PersonalStories,1
1354,PersonalStories,0
1355,PersonalStories,0
1356,PersonalStories,0
1357,PersonalStories,0
1358,PersonalStories,0
1359,PersonalStories,0
1360,PersonalStories,0
1361,PersonalStories,0
1362,PersonalStories,0
1363,PersonalStories,0
1364,PersonalStories,0
1365,PersonalStories,0
1366,PersonalStories,1
1367,PersonalStories,0
1368,PersonalStories,1
1369,PersonalStories,0
1370,PersonalStories,1
1371,PersonalStories,0
1372,PersonalStories,1
1373,PersonalStories,0
1374,PersonalStories,0
1375,PersonalStories,0
1376,PersonalStories,0
1377,PersonalStories,0
1378,PersonalStories,0
1379,PersonalStories,0
1380,PersonalStories,0
1381,PersonalStories,1
1382,PersonalStories,0
1383,PersonalStories,0
1384,PersonalStories,0
1385,PersonalStories,0
1386,PersonalStories,0
1387,PersonalStories,1
1388,PersonalStories,1
1389,PersonalStories,0
1390,PersonalStories,0
1391,PersonalStories,0
1392,PersonalStories,1
1393,PersonalStories,0
1394,PersonalStories,0
1395,PersonalStories,0
1396,PersonalStories,0
1397,PersonalStories,0
1398,PersonalStories,1
1399,PersonalStories,0
1400,PersonalStories,0
1401,PersonalStories,0
1402,PersonalStories,0
1403,PersonalStories,0
1404,PersonalStories,0
1405,PersonalStories,0
1406,PersonalStories,0
1407,PersonalStories,0
1408,PersonalStories,0
1409,PersonalStories,0
