ID_Post,ID_Annotator,Category,Value
14217,3,ArgumentsUsed,0
14217,3,Discriminating,0
14217,3,Inappropriate,0
14217,3,OffTopic,0
14217,3,PersonalStories,0
14217,3,PossiblyFeedback,0
14217,3,SentimentNegative,0
14217,3,SentimentNeutral,0
14217,3,SentimentPositive,1
14677,1,ArgumentsUsed,1
14677,1,Discriminating,1
14677,1,Inappropriate,1
14677,1,OffTopic,0
14677,1,PersonalStories,0
14677,1,PossiblyFeedback,0
14677,1,SentimentNegative,1
14677,1,SentimentNeutral,0
14677,1,SentimentPositive,0
14677,2,ArgumentsUsed,1
14677,2,Discriminating,0
14677,2,Inappropriate,1
14677,2,OffTopic,0
14677,2,PersonalStories,1
14677,2,PossiblyFeedback,0
14677,2,SentimentNegative,0
14677,2,SentimentNeutral,1
14677,2,SentimentPositive,0
14677,3,ArgumentsUsed,1
14677,3,Discriminating,0
14677,3,Inappropriate,0
14677,3,OffTopic,0
14677,3,PersonalStories,0
14677,3,PossiblyFeedback,0
14677,3,SentimentNegative,0
14677,3,SentimentNeutral,1
14677,3,SentimentPositive,0
15276,1,ArgumentsUsed,1
15276,1,Discriminating,0
15276,1,Inappropriate,1
15276,1,OffTopic,0
15276,1,PersonalStories,0
15276,1,PossiblyFeedback,0
15276,1,SentimentNegative,1
15276,1,SentimentNeutral,0
15276,1,SentimentPositive,0
15276,2,ArgumentsUsed,1
15276,2,Discriminating,0
15276,2,Inappropriate,0
15276,2,OffTopic,0
15276,2,PersonalStories,0
15276,2,PossiblyFeedback,0
15276,2,SentimentNegative,1
15276,2,SentimentNeutral,0
15276,2,SentimentPositive,0
15276,3,ArgumentsUsed,1
15276,3,Discriminating,0
15276,3,Inappropriate,0
15276,3,OffTopic,0
15276,3,PersonalStories,0
15276,3,PossiblyFeedback,0
15276,3,SentimentNegative,0
15276,3,SentimentNeutral,1
15276,3,SentimentPositive,0
15871,1,ArgumentsUsed,1
15871,1,Discriminating,0
15871,1,Inappropriate,0
15871,1,OffTopic,0
15871,1,PersonalStories,0
15871,1,PossiblyFeedback,0
15871,1,SentimentNegative,0
15871,1,SentimentNeutral,1
15871,1,SentimentPositive,0
15871,2,ArgumentsUsed,1
15871,2,Discriminating,0
15871,2,Inappropriate,0
15871,2,OffTopic,0
15871,2,PersonalStories,0
15871,2,PossiblyFeedback,0
15871,2,SentimentNegative,0
15871,2,SentimentNeutral,1
15871,2,SentimentPositive,0
15871,3,ArgumentsUsed,1
15871,3,Discriminating,0
15871,3,Inappropriate,0
15871,3,OffTopic,0
15871,3,PersonalStories,0
15871,3,PossiblyFeedback,0
15871,3,SentimentNegative,0
15871,3,SentimentNeutral,1
15871,3,SentimentPositive,0
16439,1,ArgumentsUsed,1
16439,1,Discriminating,0
16439,1,Inappropriate,0
16439,1,OffTopic,0
16439,1,PersonalStories,0
16439,1,PossiblyFeedback,0
16439,1,SentimentNegative,0
16439,1,SentimentNeutral,1
16439,1,SentimentPositive,0
16439,2,ArgumentsUsed,0
16439,2,Discriminating,0
16439,2,Inappropriate,0
16439,2,OffTopic,1
16439,2,PersonalStories,0
16439,2,PossiblyFeedback,0
16439,2,SentimentNegative,0
16439,2,SentimentNeutral,1
16439,2,SentimentPositive,0
16439,3,ArgumentsUsed,0
16439,3,Discriminating,0
16439,3,Inappropriate,0
16439,3,OffTopic,1
16439,3,PersonalStories,0
16439,3,PossiblyFeedback,0
16439,3,SentimentNegative,0
16439,3,SentimentNeutral,1
16439,3,SentimentPositive,0
18077,1,ArgumentsUsed,1
18077,1,Discriminating,0
18077,1,Inappropriate,0
18077,1,OffTopic,0
18077,1,PersonalStories,0
18077,1,PossiblyFeedback,0
18077,1,SentimentNegative,0
18077,1,SentimentNeutral,1
18077,1,SentimentPositive,0
18077,2,ArgumentsUsed,1
18077,2,Discriminating,0
18077,2,Inappropriate,0
18077,2,OffTopic,0
18077,2,PersonalStories,0
18077,2,PossiblyFeedback,0
18077,2,SentimentNegative,0
18077,2,SentimentNeutral,1
18077,2,SentimentPositive,0
18077,3,ArgumentsUsed,1
18077,3,Discriminating,0
18077,3,Inappropriate,0
18077,3,OffTopic,0
18077,3,PersonalStories,0
18077,3,PossiblyFeedback,0
18077,3,SentimentNegative,0
18077,3,SentimentNeutral,1
18077,3,SentimentPositive,0
18390,1,ArgumentsUsed,0
18390,1,Discriminating,0
18390,1,Inappropriate,1
18390,1,OffTopic,0
18390,1,PersonalStories,0
18390,1,PossiblyFeedback,0
18390,1,SentimentNegative,1
18390,1,SentimentNeutral,0
18390,1,SentimentPositive,0
18390,2,ArgumentsUsed,0
18390,2,Discriminating,0
18390,2,Inappropriate,1
18390,2,OffTopic,0
18390,2,PersonalStories,0
18390,2,PossiblyFeedback,0
18390,2,SentimentNegative,1
18390,2,SentimentNeutral,0
18390,2,SentimentPositive,0
18390,3,ArgumentsUsed,0
18390,3,Discriminating,0
18390,3,Inappropriate,1
18390,3,OffTopic,0
18390,3,PersonalStories,0
18390,3,PossiblyFeedback,0
18390,3,SentimentNegative,1
18390,3,SentimentNeutral,0
18390,3,SentimentPositive,0
18754,1,ArgumentsUsed,1
18754,1,Discriminating,0
18754,1,Inappropriate,0
18754,1,OffTopic,0
18754,1,PersonalStories,0
18754,1,PossiblyFeedback,0
18754,1,SentimentNegative,0
18754,1,SentimentNeutral,1
18754,1,SentimentPositive,0
18754,2,ArgumentsUsed,1
18754,2,Discriminating,0
18754,2,Inappropriate,0
18754,2,OffTopic,0
18754,2,PersonalStories,0
18754,2,PossiblyFeedback,0
18754,2,SentimentNegative,0
18754,2,SentimentNeutral,1
18754,2,SentimentPositive,0
18754,3,ArgumentsUsed,1
18754,3,Discriminating,0
18754,3,Inappropriate,0
18754,3,OffTopic,0
18754,3,PersonalStories,0
18754,3,PossiblyFeedback,0
18754,3,SentimentNegative,1
18754,3,SentimentNeutral,0
18754,3,SentimentPositive,0
18881,1,ArgumentsUsed,0
18881,1,Discriminating,0
18881,1,Inappropriate,0
18881,1,OffTopic,0
18881,1,PersonalStories,0
18881,1,PossiblyFeedback,0
18881,1,SentimentNegative,1
18881,1,SentimentNeutral,0
18881,1,SentimentPositive,0
18881,2,ArgumentsUsed,0
18881,2,Discriminating,0
18881,2,Inappropriate,0
18881,2,OffTopic,1
18881,2,PersonalStories,0
18881,2,PossiblyFeedback,0
18881,2,SentimentNegative,0
18881,2,SentimentNeutral,1
18881,2,SentimentPositive,0
18881,3,ArgumentsUsed,0
18881,3,Discriminating,0
18881,3,Inappropriate,0
18881,3,OffTopic,1
18881,3,PersonalStories,0
18881,3,PossiblyFeedback,0
18881,3,SentimentNegative,1
18881,3,SentimentNeutral,0
18881,3,SentimentPositive,0
19412,1,ArgumentsUsed,0
19412,1,Discriminating,0
19412,1,Inappropriate,0
19412,1,OffTopic,1
19412,1,PersonalStories,0
19412,1,PossiblyFeedback,0
19412,1,SentimentNegative,1
19412,1,SentimentNeutral,0
19412,1,SentimentPositive,0
19412,2,ArgumentsUsed,0
19412,2,Discriminating,0
19412,2,Inappropriate,0
19412,2,OffTopic,1
19412,2,PersonalStories,0
19412,2,PossiblyFeedback,0
19412,2,SentimentNegative,1
19412,2,SentimentNeutral,0
19412,2,SentimentPositive,0
19412,3,ArgumentsUsed,0
19412,3,Discriminating,0
19412,3,Inappropriate,0
19412,3,OffTopic,0
19412,3,PersonalStories,0
19412,3,PossiblyFeedback,0
19412,3,SentimentNegative,0
19412,3,SentimentNeutral,1
19412,3,SentimentPositive,0
20492,1,ArgumentsUsed,1
20492,1,Discriminating,0
20492,1,Inappropriate,0
20492,1,OffTopic,0
20492,1,PersonalStories,0
20492,1,PossiblyFeedback,0
20492,1,SentimentNegative,0
20492,1,SentimentNeutral,1
20492,1,SentimentPositive,0
20492,2,ArgumentsUsed,1
20492,2,Discriminating,0
20492,2,Inappropriate,0
20492,2,OffTopic,0
20492,2,PersonalStories,0
20492,2,PossiblyFeedback,0
20492,2,SentimentNegative,0
20492,2,SentimentNeutral,1
20492,2,SentimentPositive,0
20492,3,ArgumentsUsed,1
20492,3,Discriminating,0
20492,3,Inappropriate,0
20492,3,OffTopic,0
20492,3,PersonalStories,0
20492,3,PossiblyFeedback,0
20492,3,SentimentNegative,0
20492,3,SentimentNeutral,1
20492,3,SentimentPositive,0
21065,1,ArgumentsUsed,0
21065,1,Discriminating,0
21065,1,Inappropriate,0
21065,1,OffTopic,0
21065,1,PersonalStories,0
21065,1,PossiblyFeedback,0
21065,1,SentimentNegative,0
21065,1,SentimentNeutral,1
21065,1,SentimentPositive,0
21065,2,ArgumentsUsed,0
21065,2,Discriminating,0
21065,2,Inappropriate,0
21065,2,OffTopic,0
21065,2,PersonalStories,0
21065,2,PossiblyFeedback,0
21065,2,SentimentNegative,0
21065,2,SentimentNeutral,1
21065,2,SentimentPositive,0
21065,3,ArgumentsUsed,1
21065,3,Discriminating,0
21065,3,Inappropriate,0
21065,3,OffTopic,0
21065,3,PersonalStories,0
21065,3,PossiblyFeedback,0
21065,3,SentimentNegative,0
21065,3,SentimentNeutral,1
21065,3,SentimentPositive,0
21116,1,ArgumentsUsed,0
21116,1,Discriminating,0
21116,1,Inappropriate,1
21116,1,OffTopic,1
21116,1,PersonalStories,0
21116,1,PossiblyFeedback,0
21116,1,SentimentNegative,1
21116,1,SentimentNeutral,0
21116,1,SentimentPositive,0
21116,2,ArgumentsUsed,0
21116,2,Discriminating,0
21116,2,Inappropriate,1
21116,2,OffTopic,0
21116,2,PersonalStories,0
21116,2,PossiblyFeedback,0
21116,2,SentimentNegative,1
21116,2,SentimentNeutral,0
21116,2,SentimentPositive,0
21116,3,ArgumentsUsed,0
21116,3,Discriminating,1
21116,3,Inappropriate,0
21116,3,OffTopic,1
21116,3,PersonalStories,0
21116,3,PossiblyFeedback,0
21116,3,SentimentNegative,1
21116,3,SentimentNeutral,0
21116,3,SentimentPositive,0
22078,1,ArgumentsUsed,1
22078,1,Discriminating,0
22078,1,Inappropriate,0
22078,1,OffTopic,0
22078,1,PersonalStories,0
22078,1,PossiblyFeedback,0
22078,1,SentimentNegative,0
22078,1,SentimentNeutral,1
22078,1,SentimentPositive,0
22078,2,ArgumentsUsed,1
22078,2,Discriminating,0
22078,2,Inappropriate,0
22078,2,OffTopic,0
22078,2,PersonalStories,0
22078,2,PossiblyFeedback,0
22078,2,SentimentNegative,0
22078,2,SentimentNeutral,1
22078,2,SentimentPositive,0
22078,3,ArgumentsUsed,1
22078,3,Discriminating,0
22078,3,Inappropriate,0
22078,3,OffTopic,0
22078,3,PersonalStories,1
22078,3,PossiblyFeedback,0
22078,3,SentimentNegative,0
22078,3,SentimentNeutral,1
22078,3,SentimentPositive,0
23038,1,ArgumentsUsed,0
23038,1,Discriminating,0
23038,1,Inappropriate,0
23038,1,OffTopic,1
23038,1,PersonalStories,0
23038,1,PossiblyFeedback,0
23038,1,SentimentNegative,0
23038,1,SentimentNeutral,1
23038,1,SentimentPositive,0
23038,2,ArgumentsUsed,0
23038,2,Discriminating,0
23038,2,Inappropriate,0
23038,2,OffTopic,0
23038,2,PersonalStories,0
23038,2,PossiblyFeedback,0
23038,2,SentimentNegative,1
23038,2,SentimentNeutral,0
23038,2,SentimentPositive,0
23038,3,ArgumentsUsed,0
23038,3,Discriminating,0
23038,3,Inappropriate,0
23038,3,OffTopic,1
23038,3,PersonalStories,0
23038,3,PossiblyFeedback,0
23038,3,SentimentNegative,1
23038,3,SentimentNeutral,0
23038,3,SentimentPositive,0
23271,1,ArgumentsUsed,0
23271,1,Discriminating,0
23271,1,Inappropriate,0
23271,1,OffTopic,0
23271,1,PersonalStories,0
23271,1,PossiblyFeedback,0
23271,1,SentimentNegative,0
23271,1,SentimentNeutral,1
23271,1,SentimentPositive,0
23271,2,ArgumentsUsed,0
23271,2,Discriminating,0
23271,2,Inappropriate,0
23271,2,OffTopic,0
23271,2,PersonalStories,0
23271,2,PossiblyFeedback,0
23271,2,SentimentNegative,0
23271,2,SentimentNeutral,1
23271,2,SentimentPositive,0
23271,3,ArgumentsUsed,0
23271,3,Discriminating,0
23271,3,Inappropriate,0
23271,3,OffTopic,0
23271,3,PersonalStories,0
23271,3,PossiblyFeedback,0
23271,3,SentimentNegative,0
23271,3,SentimentNeutral,1
23271,3,SentimentPositive,0
24053,1,ArgumentsUsed,1
24053,1,Discriminating,0
24053,1,Inappropriate,0
24053,1,OffTopic,0
24053,1,PersonalStories,0
24053,1,PossiblyFeedback,0
24053,1,SentimentNegative,0
24053,1,SentimentNeutral,1
24053,1,SentimentPositive,0
24053,2,ArgumentsUsed,1
24053,2,Discriminating,0
24053,2,Inappropriate,0
24053,2,OffTopic,0
24053,2,PersonalStories,0
24053,2,PossiblyFeedback,0
24053,2,SentimentNegative,0
24053,2,SentimentNeutral,1
24053,2,SentimentPositive,0
24053,3,ArgumentsUsed,1
24053,3,Discriminating,0
24053,3,Inappropriate,0
24053,3,OffTopic,0
24053,3,PersonalStories,0
24053,3,PossiblyFeedback,0
24053,3,SentimentNegative,0
24053,3,SentimentNeutral,1
24053,3,SentimentPositive,0
25320,1,ArgumentsUsed,0
25320,1,Discriminating,0
25320,1,Inappropriate,0
25320,1,OffTopic,0
25320,1,PersonalStories,0
25320,1,PossiblyFeedback,0
25320,1,SentimentNegative,0
25320,1,SentimentNeutral,1
25320,1,SentimentPositive,0
25320,2,ArgumentsUsed,0
25320,2,Discriminating,0
25320,2,Inappropriate,0
25320,2,OffTopic,0
25320,2,PersonalStories,0
25320,2,PossiblyFeedback,0
25320,2,SentimentNegative,1
25320,2,SentimentNeutral,0
25320,2,SentimentPositive,0
25320,3,ArgumentsUsed,0
25320,3,Discriminating,0
25320,3,Inappropriate,0
25320,3,OffTopic,0
25320,3,PersonalStories,0
25320,3,PossiblyFeedback,0
25320,3,SentimentNegative,1
25320,3,SentimentNeutral,0
25320,3,SentimentPositive,0
26671,1,ArgumentsUsed,0
26671,1,Discriminating,0
26671,1,Inappropriate,0
26671,1,OffTopic,0
26671,1,PersonalStories,0
26671,1,PossiblyFeedback,0
26671,1,SentimentNegative,0
26671,1,SentimentNeutral,1
26671,1,SentimentPositive,0
26671,2,ArgumentsUsed,0
26671,2,Discriminating,0
26671,2,Inappropriate,0
26671,2,OffTopic,0
26671,2,PersonalStories,0
26671,2,PossiblyFeedback,0
26671,2,SentimentNegative,1
26671,2,SentimentNeutral,0
26671,2,SentimentPositive,0
26671,3,ArgumentsUsed,0
26671,3,Discriminating,0
26671,3,Inappropriate,0
26671,3,OffTopic,0
26671,3,PersonalStories,0
26671,3,PossiblyFeedback,0
26671,3,SentimentNegative,0
26671,3,SentimentNeutral,1
26671,3,SentimentPositive,0
27821,1,ArgumentsUsed,0
27821,1,Discriminating,1
27821,1,Inappropriate,0
27821,1,OffTopic,1
27821,1,PersonalStories,0
27821,1,PossiblyFeedback,0
27821,1,SentimentNegative,1
27821,1,SentimentNeutral,0
27821,1,SentimentPositive,0
27821,2,ArgumentsUsed,0
27821,2,Discriminating,1
27821,2,Inappropriate,0
27821,2,OffTopic,0
27821,2,PersonalStories,0
27821,2,PossiblyFeedback,0
27821,2,SentimentNegative,1
27821,2,SentimentNeutral,0
27821,2,SentimentPositive,0
27821,3,ArgumentsUsed,1
27821,3,Discriminating,0
27821,3,Inappropriate,0
27821,3,OffTopic,0
27821,3,PersonalStories,0
27821,3,PossiblyFeedback,0
27821,3,SentimentNegative,0
27821,3,SentimentNeutral,1
27821,3,SentimentPositive,0
27979,1,ArgumentsUsed,1
27979,1,Discriminating,0
27979,1,Inappropriate,0
27979,1,OffTopic,0
27979,1,PersonalStories,0
27979,1,PossiblyFeedback,0
27979,1,SentimentNegative,0
27979,1,SentimentNeutral,1
27979,1,SentimentPositive,0
27979,2,ArgumentsUsed,1
27979,2,Discriminating,0
27979,2,Inappropriate,0
27979,2,OffTopic,0
27979,2,PersonalStories,0
27979,2,PossiblyFeedback,0
27979,2,SentimentNegative,0
27979,2,SentimentNeutral,1
27979,2,SentimentPositive,0
27979,3,ArgumentsUsed,1
27979,3,Discriminating,0
27979,3,Inappropriate,0
27979,3,OffTopic,0
27979,3,PersonalStories,0
27979,3,PossiblyFeedback,0
27979,3,SentimentNegative,0
27979,3,SentimentNeutral,1
27979,3,SentimentPositive,0
28278,1,ArgumentsUsed,1
28278,1,Discriminating,1
28278,1,Inappropriate,1
28278,1,OffTopic,0
28278,1,PersonalStories,0
28278,1,PossiblyFeedback,0
28278,1,SentimentNegative,1
28278,1,SentimentNeutral,0
28278,1,SentimentPositive,0
28278,2,ArgumentsUsed,0
28278,2,Discriminating,0
28278,2,Inappropriate,1
28278,2,OffTopic,0
28278,2,PersonalStories,0
28278,2,PossiblyFeedback,0
28278,2,SentimentNegative,1
28278,2,SentimentNeutral,0
28278,2,SentimentPositive,0
28278,3,ArgumentsUsed,0
28278,3,Discriminating,0
28278,3,Inappropriate,1
28278,3,OffTopic,0
28278,3,PersonalStories,0
28278,3,PossiblyFeedback,0
28278,3,SentimentNegative,1
28278,3,SentimentNeutral,0
28278,3,SentimentPositive,0
28470,1,ArgumentsUsed,1
28470,1,Discriminating,0
28470,1,Inappropriate,0
28470,1,OffTopic,0
28470,1,PersonalStories,0
28470,1,PossiblyFeedback,0
28470,1,SentimentNegative,0
28470,1,SentimentNeutral,1
28470,1,SentimentPositive,0
28470,2,ArgumentsUsed,1
28470,2,Discriminating,0
28470,2,Inappropriate,0
28470,2,OffTopic,0
28470,2,PersonalStories,0
28470,2,PossiblyFeedback,0
28470,2,SentimentNegative,1
28470,2,SentimentNeutral,0
28470,2,SentimentPositive,0
28470,3,ArgumentsUsed,1
28470,3,Discriminating,0
28470,3,Inappropriate,0
28470,3,OffTopic,0
28470,3,PersonalStories,0
28470,3,PossiblyFeedback,0
28470,3,SentimentNegative,0
28470,3,SentimentNeutral,1
28470,3,SentimentPositive,0
28480,1,ArgumentsUsed,1
28480,1,Discriminating,0
28480,1,Inappropriate,0
28480,1,OffTopic,0
28480,1,PersonalStories,0
28480,1,PossiblyFeedback,0
28480,1,SentimentNegative,1
28480,1,SentimentNeutral,0
28480,1,SentimentPositive,0
28480,2,ArgumentsUsed,0
28480,2,Discriminating,0
28480,2,Inappropriate,0
28480,2,OffTopic,0
28480,2,PersonalStories,0
28480,2,PossiblyFeedback,0
28480,2,SentimentNegative,1
28480,2,SentimentNeutral,0
28480,2,SentimentPositive,0
28480,3,ArgumentsUsed,1
28480,3,Discriminating,0
28480,3,Inappropriate,0
28480,3,OffTopic,0
28480,3,PersonalStories,0
28480,3,PossiblyFeedback,0
28480,3,SentimentNegative,1
28480,3,SentimentNeutral,0
28480,3,SentimentPositive,0
31753,1,ArgumentsUsed,0
31753,1,Discriminating,0
31753,1,Inappropriate,0
31753,1,OffTopic,0
31753,1,PersonalStories,0
31753,1,PossiblyFeedback,0
31753,1,SentimentNegative,1
31753,1,SentimentNeutral,0
31753,1,SentimentPositive,0
31753,2,ArgumentsUsed,0
31753,2,Discriminating,1
31753,2,Inappropriate,0
31753,2,OffTopic,0
31753,2,PersonalStories,0
31753,2,PossiblyFeedback,0
31753,2,SentimentNegative,1
31753,2,SentimentNeutral,0
31753,2,SentimentPositive,0
31753,3,ArgumentsUsed,1
